student_id,CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected,Performance_Score,Category_Level
7229,9.74,2,1,3,3,8,2,1,Yes,Tier 1,1,2,10,6,8,8,3,5,Yes,1,3619.37,High
7230,7.12,5,3,1,10,1,7,6,Yes,Tier 1,5,3,10,6,6,6,2,3,Yes,1,3618.56,High
7231,5.05,6,2,1,6,5,9,10,Yes,Tier 1,2,1,2,5,6,8,3,4,Yes,1,3618.025,High
7232,7.21,2,2,1,8,2,6,1,Yes,Tier 2,0,1,7,5,4,7,6,5,Yes,1,3619.605,High
7233,5.23,2,0,1,8,4,8,6,Yes,Tier 2,2,9,6,9,8,10,9,5,Yes,1,3619.115,High
7234,7.72,10,4,1,10,2,6,8,No,Tier 1,2,0,7,7,3,6,5,5,Yes,0,3620.86,High
7235,6.69,4,1,3,6,3,6,9,No,Tier 1,0,0,6,6,4,10,1,2,Yes,1,3620.845,High
7236,7.37,8,1,3,5,5,4,8,Yes,Tier 3,4,6,4,4,3,10,9,3,Yes,1,3621.685,High
7237,8.07,5,3,3,7,2,6,5,Yes,Tier 2,3,8,1,5,1,1,9,5,Yes,0,3622.535,High
7238,9.34,9,5,0,3,9,10,7,No,Tier 2,2,9,10,1,4,7,1,5,No,0,3623.67,High
7239,8.31,4,5,3,10,8,4,6,Yes,Tier 2,4,3,4,2,5,7,3,0,Yes,0,3623.655,High
7240,7.17,3,3,2,2,5,10,9,Yes,Tier 3,1,8,1,3,10,9,4,0,No,1,3623.585,High
7241,9.1,10,5,2,8,1,6,4,No,Tier 1,2,3,6,1,5,8,8,5,No,1,3625.05,High
7242,9.53,8,1,1,9,5,1,8,Yes,Tier 2,4,8,5,2,9,8,3,3,Yes,1,3625.765,High
7243,5.6,1,3,3,6,4,7,9,Yes,Tier 1,4,8,4,8,4,4,6,4,Yes,1,3624.3,High
7244,7.66,9,5,1,4,9,2,7,Yes,Tier 2,5,6,8,5,2,1,7,2,Yes,1,3625.83,High
7245,6.42,4,0,1,6,2,6,7,Yes,Tier 2,3,6,2,5,10,5,2,2,Yes,0,3625.71,High
7246,5.24,9,4,2,7,7,9,2,No,Tier 1,2,8,7,10,7,9,5,1,Yes,0,3625.62,High
7247,8.34,8,0,2,8,2,10,9,No,Tier 2,0,6,6,10,9,1,4,5,Yes,0,3627.67,High
7248,9.31,3,5,1,3,3,3,5,Yes,Tier 2,3,6,5,9,4,3,4,0,Yes,1,3628.655,High
7249,5.81,3,2,2,6,3,4,10,Yes,Tier 3,0,2,8,4,4,4,1,2,No,1,3627.405,High
7250,9.06,9,1,1,10,10,5,3,No,Tier 2,0,6,1,5,9,6,5,1,No,1,3629.53,High
7251,9.27,3,0,1,6,8,8,4,Yes,Tier 2,4,4,9,7,4,3,7,3,Yes,1,3630.135,High
7252,9.57,4,0,1,10,2,10,10,No,Tier 3,0,1,9,10,5,4,8,5,No,1,3630.785,High
7253,6.33,9,3,0,7,1,6,2,Yes,Tier 2,0,6,10,6,1,6,8,4,Yes,1,3629.665,High
7254,9.52,4,3,2,4,6,8,3,Yes,Tier 3,3,0,8,10,2,3,7,1,Yes,1,3631.76,High
7255,6.6,3,3,2,6,6,3,6,Yes,Tier 2,2,4,9,4,7,1,9,5,Yes,0,3630.8,High
7256,7.76,7,5,3,2,1,3,1,No,Tier 2,3,6,5,10,8,7,4,3,Yes,1,3631.88,High
7257,5.25,6,2,2,8,5,9,2,Yes,Tier 1,4,6,2,7,9,6,4,3,Yes,1,3631.125,High
7258,5.22,1,0,3,3,9,6,4,No,Tier 3,2,4,4,2,6,9,7,0,No,0,3631.61,High
7259,8.6,10,4,1,9,10,8,1,Yes,Tier 2,3,6,2,3,4,4,2,1,Yes,1,3633.8,High
7260,7.22,8,3,0,8,10,4,6,No,Tier 3,2,7,2,2,4,6,9,5,Yes,1,3633.61,High
7261,6.28,1,2,1,6,5,5,4,Yes,Tier 2,1,9,5,9,9,5,5,5,Yes,1,3633.64,High
7262,5.95,4,5,1,10,7,9,2,Yes,Tier 1,3,4,1,8,4,3,5,0,No,1,3633.975,High
7263,8.35,6,2,1,2,6,7,10,Yes,Tier 2,5,9,10,4,3,2,6,1,Yes,1,3635.675,High
7264,5,6,3,3,8,10,5,4,Yes,Tier 2,5,5,10,9,2,4,4,1,Yes,1,3634.5,High
7265,9.03,7,1,0,6,4,7,8,No,Tier 1,2,6,5,3,7,6,1,0,No,1,3637.015,High
7266,5.4,5,0,1,1,2,9,6,No,Tier 1,0,6,1,7,4,9,5,2,No,0,3635.7,High
7267,5.96,5,3,3,6,10,3,1,No,Tier 1,1,4,3,6,6,8,7,0,No,1,3636.48,High
7268,6.93,4,4,1,5,5,3,5,Yes,Tier 1,0,1,7,5,4,3,4,4,Yes,1,3637.465,High
7269,7.42,6,0,0,6,10,4,6,Yes,Tier 2,1,5,8,2,1,4,3,0,Yes,0,3638.21,High
7270,6.77,7,2,1,1,9,10,4,No,Tier 3,5,4,1,1,9,7,8,0,Yes,1,3638.385,High
7271,6.6,10,4,1,4,3,7,4,Yes,Tier 2,4,5,10,3,1,2,9,1,Yes,1,3638.8,High
7272,9.82,10,0,2,7,3,5,3,Yes,Tier 3,2,2,9,9,3,6,2,0,No,1,3640.91,High
7273,8.21,1,4,3,5,7,5,10,Yes,Tier 2,1,0,6,5,3,8,2,5,Yes,1,3640.605,High
7274,5.12,9,2,0,6,10,4,10,Yes,Tier 3,2,8,9,5,7,6,6,2,Yes,0,3639.56,High
7275,7.15,8,3,3,2,2,8,6,No,Tier 1,4,9,10,2,1,3,6,0,Yes,0,3641.075,High
7276,9.38,7,4,2,8,8,3,9,Yes,Tier 2,1,0,2,3,6,7,5,4,Yes,1,3642.69,High
7277,6.51,9,3,1,10,7,2,7,No,Tier 2,2,9,2,2,1,8,1,2,Yes,1,3641.755,High
7278,5.47,3,2,0,4,8,4,9,No,Tier 1,5,8,6,7,7,5,10,5,Yes,1,3641.735,High
7279,8.79,10,2,0,6,10,8,6,Yes,Tier 1,3,9,1,3,4,7,6,3,Yes,1,3643.895,High
7280,8.03,4,4,3,3,6,4,2,No,Tier 2,2,3,2,5,1,5,2,0,No,0,3644.015,High
7281,7.85,7,4,1,9,5,8,6,No,Tier 2,2,7,5,1,8,9,5,1,Yes,1,3644.425,High
7282,5.27,6,2,2,8,4,5,7,No,Tier 3,2,5,6,4,10,10,9,5,Yes,1,3643.635,High
7283,5.7,2,4,1,6,8,9,2,No,Tier 2,0,7,5,6,6,6,10,2,Yes,1,3644.35,High
7284,8.11,2,4,3,9,2,2,1,Yes,Tier 1,1,7,3,10,5,10,2,3,No,0,3646.055,High
7285,6.04,10,4,0,10,6,8,6,No,Tier 1,2,1,6,4,6,5,5,4,No,1,3645.52,High
7286,7.52,7,5,0,9,10,7,8,Yes,Tier 2,4,2,9,7,8,2,2,4,No,1,3646.76,High
7287,7.72,9,4,1,2,6,2,6,No,Tier 2,2,8,4,6,6,6,6,2,Yes,1,3647.36,High
7288,6.42,9,0,1,9,5,5,8,Yes,Tier 2,2,1,3,5,2,2,9,3,Yes,1,3647.21,High
7289,9.74,7,2,1,8,2,6,6,No,Tier 2,3,3,10,6,6,3,2,4,Yes,0,3649.37,High
7290,9.21,8,2,1,2,5,9,6,Yes,Tier 2,3,0,7,3,9,2,6,2,Yes,1,3649.605,High
7291,8.61,10,1,2,9,3,8,8,Yes,Tier 3,3,3,8,2,1,1,10,2,Yes,1,3649.805,High
7292,5.39,3,3,2,5,7,7,3,No,Tier 2,0,2,8,9,2,10,7,1,Yes,0,3648.695,High
7293,5.53,1,1,2,9,7,1,3,Yes,Tier 2,4,3,10,10,3,2,2,1,Yes,1,3649.265,High
7294,7.46,7,4,2,3,8,10,6,No,Tier 1,1,2,9,1,5,2,4,0,Yes,1,3650.73,High
7295,5.8,8,4,3,4,10,3,4,No,Tier 2,4,4,7,3,6,7,2,2,Yes,1,3650.4,High
7296,9.89,2,0,0,1,9,1,7,Yes,Tier 2,3,3,6,7,3,5,4,4,Yes,1,3652.945,High
7297,5.79,9,0,0,5,1,10,7,No,Tier 2,4,8,5,10,8,7,9,0,No,1,3651.395,High
7298,7.44,4,0,3,7,4,6,9,Yes,Tier 2,0,4,5,5,6,10,9,0,No,1,3652.72,High
7299,6.82,10,0,3,7,6,3,2,No,Tier 3,2,4,10,2,9,2,3,4,No,1,3652.91,High
7300,8.2,9,0,2,6,7,2,2,No,Tier 1,3,1,1,9,1,6,8,4,No,1,3654.1,High
7301,5.65,3,0,1,6,5,10,6,Yes,Tier 1,1,3,7,7,3,7,1,2,No,1,3653.325,High
7302,7.15,8,0,0,8,6,2,9,Yes,Tier 2,0,3,6,3,4,8,6,0,Yes,0,3654.575,High
7303,6.37,2,0,3,10,1,8,7,No,Tier 2,4,4,7,5,7,5,9,3,Yes,1,3654.685,High
7304,9.44,3,5,1,9,5,1,6,Yes,Tier 2,1,4,10,1,2,4,4,3,No,1,3656.72,High
7305,5.2,1,0,2,4,2,9,5,Yes,Tier 2,1,3,9,9,4,9,8,2,Yes,1,3655.1,High
7306,9.57,5,2,3,4,2,7,8,No,Tier 1,3,9,9,1,3,1,1,2,Yes,0,3657.785,High
7307,9.16,4,0,0,8,1,1,2,Yes,Tier 1,2,1,2,5,7,5,2,4,Yes,0,3658.08,High
7308,6.49,1,3,0,5,10,5,3,Yes,Tier 2,0,6,3,10,9,3,8,4,Yes,0,3657.245,High
7309,8.95,10,0,0,10,9,5,6,No,Tier 1,4,9,10,9,7,8,9,2,Yes,0,3658.975,High
7310,5.16,9,5,3,9,4,2,1,No,Tier 3,4,1,9,7,4,6,5,5,Yes,1,3657.58,High
7311,9.83,6,4,0,6,4,1,8,Yes,Tier 2,0,6,3,9,2,4,6,3,Yes,0,3660.415,High
7312,7.63,6,5,2,9,9,7,9,Yes,Tier 2,0,8,4,6,7,4,3,5,Yes,0,3659.815,High
7313,6.52,2,5,0,4,5,9,2,Yes,Tier 2,1,7,5,6,8,8,8,0,Yes,1,3659.76,High
7314,6.81,7,4,2,1,4,8,9,Yes,Tier 3,5,8,10,9,7,9,4,1,No,0,3660.405,High
7315,5.33,9,0,0,4,7,7,5,Yes,Tier 2,5,7,6,1,4,1,6,0,No,1,3660.165,High
7316,9.95,6,0,2,9,5,4,8,Yes,Tier 1,2,1,10,3,7,1,7,1,No,1,3662.975,High
7317,5.2,8,4,3,7,8,10,1,Yes,Tier 1,2,8,10,9,4,9,10,1,No,1,3661.1,High
7318,8.27,5,3,2,6,3,7,1,No,Tier 1,3,6,2,3,6,4,6,3,No,1,3663.135,High
7319,7.21,2,1,3,2,8,8,4,No,Tier 3,5,3,6,4,6,10,6,3,Yes,1,3663.105,High
7320,9.74,4,2,1,4,6,9,1,Yes,Tier 2,4,9,3,4,9,6,6,0,Yes,0,3664.87,High
7321,6.23,1,4,2,1,9,9,1,Yes,Tier 1,4,6,7,2,4,5,2,2,Yes,1,3663.615,High
7322,7.66,1,0,3,3,6,5,5,No,Tier 2,5,8,9,1,7,9,9,3,Yes,1,3664.83,High
7323,7.41,6,2,1,2,4,5,2,Yes,Tier 3,5,0,5,4,7,3,7,0,Yes,0,3665.205,High
7324,8.51,2,0,0,4,2,6,4,No,Tier 1,0,3,8,8,9,5,2,5,No,1,3666.255,High
7325,5.34,6,1,1,4,3,8,8,No,Tier 2,5,8,6,3,7,4,1,4,Yes,1,3665.17,High
7326,5.97,1,1,2,9,7,3,6,Yes,Tier 1,3,9,8,5,2,7,6,3,No,0,3665.985,High
7327,6.07,10,4,1,7,10,3,2,Yes,Tier 2,2,3,4,9,6,3,2,3,Yes,1,3666.535,High
7328,8.69,3,2,0,3,5,5,3,No,Tier 1,5,6,7,8,8,2,5,5,No,0,3668.345,High
7329,5.95,9,5,1,7,7,1,2,No,Tier 3,2,1,9,8,9,7,10,4,Yes,0,3667.475,High
7330,7.87,2,2,2,8,7,5,4,Yes,Tier 3,2,2,7,7,2,6,6,4,Yes,1,3668.935,High
7331,6.08,8,5,2,7,6,9,5,No,Tier 2,3,7,2,9,8,8,8,5,Yes,0,3668.54,High
7332,9.31,6,1,3,8,2,5,9,No,Tier 3,3,0,5,10,5,9,4,5,Yes,1,3670.655,High
7333,9.71,6,0,0,9,5,7,7,Yes,Tier 2,0,2,9,5,10,6,3,1,No,1,3671.355,High
7334,7.59,7,5,0,1,10,10,8,Yes,Tier 1,1,7,1,8,6,6,4,5,Yes,1,3670.795,High
7335,6.76,5,5,1,10,6,9,7,Yes,Tier 2,3,5,4,6,1,8,10,1,Yes,1,3670.88,High
7336,6.17,4,4,0,6,8,8,10,No,Tier 3,2,9,9,1,8,1,7,5,Yes,0,3671.085,High
7337,5.25,6,3,2,4,1,5,8,Yes,Tier 2,3,8,9,4,1,1,4,1,Yes,0,3671.125,High
7338,6.34,8,1,1,1,10,2,5,Yes,Tier 1,1,4,10,4,1,4,8,0,Yes,1,3672.17,High
7339,8.27,4,5,3,2,7,5,3,Yes,Tier 1,3,8,5,1,8,5,3,1,No,1,3673.635,High
7340,7.67,5,1,1,10,5,10,7,Yes,Tier 2,2,8,1,8,7,5,7,1,No,0,3673.835,High
7341,9.72,7,4,1,4,7,8,1,No,Tier 3,0,9,9,8,5,5,6,3,No,0,3675.36,High
7342,6.98,6,0,3,1,3,1,3,No,Tier 3,3,7,1,7,6,7,1,4,No,1,3674.49,High
7343,8.47,4,2,1,6,4,10,7,Yes,Tier 3,2,9,10,2,1,4,9,0,No,1,3675.735,High
7344,7.45,4,1,0,1,2,4,4,No,Tier 2,3,0,5,7,10,8,5,4,Yes,0,3675.725,High
7345,7.56,10,4,1,9,6,1,7,Yes,Tier 2,0,7,3,3,4,9,5,5,Yes,0,3676.28,High
7346,6.34,4,4,1,10,5,5,10,No,Tier 3,4,7,1,10,4,10,3,1,Yes,1,3676.17,High
7347,7.27,1,4,1,3,1,2,10,No,Tier 3,2,9,4,6,3,6,8,5,Yes,1,3677.135,High
7348,7.35,5,2,2,1,1,2,6,Yes,Tier 2,2,9,1,5,6,8,6,2,Yes,0,3677.675,High
7349,8.53,8,1,2,6,8,7,4,No,Tier 2,3,2,10,9,5,9,10,1,Yes,1,3678.765,High
7350,9.7,7,5,0,6,8,4,7,No,Tier 3,4,8,1,10,6,3,4,1,Yes,1,3679.85,High
7351,6.65,5,4,3,7,6,2,8,No,Tier 2,2,7,6,1,10,9,10,1,Yes,1,3678.825,High
7352,5.21,3,2,2,7,9,3,8,Yes,Tier 2,2,9,7,5,8,7,2,1,Yes,1,3678.605,High
7353,7.48,1,0,2,10,1,3,7,No,Tier 1,4,6,4,9,4,9,4,4,Yes,1,3680.24,High
7354,7.72,7,3,0,4,10,2,2,No,Tier 3,3,1,7,1,7,3,1,0,No,1,3680.86,High
7355,5.84,3,1,0,5,8,7,8,Yes,Tier 3,5,0,3,10,9,3,1,3,Yes,0,3680.42,High
7356,8.8,4,2,3,3,2,1,5,No,Tier 2,2,4,10,7,3,10,8,3,No,1,3682.4,High
7357,9.92,5,3,1,6,8,9,9,No,Tier 2,2,0,4,10,7,5,4,1,Yes,1,3683.46,High
7358,9.73,8,3,1,7,3,5,6,No,Tier 3,0,3,5,4,9,3,9,1,Yes,1,3683.865,High
7359,5.99,7,2,3,9,6,4,4,Yes,Tier 1,1,3,3,8,1,1,6,2,Yes,0,3682.495,High
7360,9.38,9,5,3,9,7,3,9,No,Tier 2,2,1,6,7,4,1,10,2,Yes,1,3684.69,High
7361,8.52,3,5,3,5,3,3,1,Yes,Tier 2,2,3,1,8,8,9,4,5,Yes,1,3684.76,High
7362,7.27,10,2,0,4,2,3,4,Yes,Tier 3,5,0,2,6,8,2,9,3,Yes,0,3684.635,High
7363,7.7,1,2,1,7,1,1,5,Yes,Tier 2,2,1,7,2,3,4,10,5,Yes,1,3685.35,High
7364,9.25,1,4,3,3,5,2,4,Yes,Tier 2,5,7,10,10,5,2,1,0,Yes,1,3686.625,High
7365,7.4,10,0,3,4,1,7,9,Yes,Tier 1,0,3,5,4,6,7,4,1,Yes,1,3686.2,High
7366,6.87,1,5,1,9,1,3,1,No,Tier 2,4,3,5,7,1,6,7,4,Yes,1,3686.435,High
7367,7.47,2,4,1,5,5,6,3,No,Tier 1,1,7,7,9,10,4,3,5,No,1,3687.235,High
7368,7.9,2,3,0,10,3,4,9,Yes,Tier 1,0,8,5,7,2,4,10,3,Yes,0,3687.95,High
7369,5.95,7,3,2,7,10,10,7,Yes,Tier 1,1,7,10,9,3,3,6,2,Yes,1,3687.475,High
7370,9.5,9,3,2,2,3,5,5,No,Tier 2,3,0,10,10,7,1,10,0,No,1,3689.75,High
7371,8.37,8,2,0,9,7,8,6,Yes,Tier 2,2,7,4,3,2,8,4,4,Yes,1,3689.685,High
7372,8.17,4,1,0,5,3,2,4,No,Tier 2,4,8,7,8,5,4,9,0,Yes,0,3690.085,High
7373,5.5,2,4,1,5,2,10,5,Yes,Tier 1,1,3,10,2,10,6,10,0,Yes,1,3689.25,High
7374,8.02,3,1,0,4,3,5,8,No,Tier 3,5,7,7,9,9,4,4,3,Yes,0,3691.01,High
7375,5.6,10,0,0,8,4,2,5,No,Tier 3,5,9,5,3,1,1,4,0,Yes,1,3690.3,High
7376,5.39,5,0,3,4,9,9,10,Yes,Tier 3,2,4,8,4,8,5,10,2,Yes,1,3690.695,High
7377,7.64,9,4,0,2,2,2,2,Yes,Tier 2,4,0,9,9,8,6,9,0,No,1,3692.32,High
7378,7.01,8,3,0,5,6,1,8,Yes,Tier 2,2,6,5,8,8,10,2,0,Yes,1,3692.505,High
7379,7.94,3,5,3,3,5,4,3,No,Tier 2,5,1,1,1,5,1,2,1,Yes,1,3693.47,High
7380,5.45,9,0,1,4,6,7,5,Yes,Tier 2,2,4,4,3,9,7,4,2,No,1,3692.725,High
7381,7.15,10,1,1,3,5,2,6,Yes,Tier 1,4,0,8,6,5,10,2,3,Yes,0,3694.075,High
7382,5.87,3,1,0,7,6,10,1,Yes,Tier 2,2,4,10,6,6,6,2,2,Yes,0,3693.935,High
7383,9.94,10,5,0,6,4,9,3,Yes,Tier 2,5,5,7,7,9,9,6,5,Yes,0,3696.47,High
7384,7.81,8,2,2,2,8,1,1,Yes,Tier 2,3,8,10,2,6,4,4,4,Yes,0,3695.905,High
7385,8.44,1,3,3,8,9,1,7,No,Tier 2,0,9,9,1,10,1,10,5,Yes,1,3696.72,High
7386,6.63,4,2,2,5,10,8,2,Yes,Tier 1,1,2,2,8,6,3,3,0,Yes,1,3696.315,High
7387,5.47,4,4,0,6,7,5,10,No,Tier 3,4,2,3,9,2,6,4,1,No,1,3696.235,High
7388,9.88,6,0,2,8,1,9,7,Yes,Tier 1,0,0,8,8,5,6,7,0,Yes,0,3698.94,High
7389,6.43,2,5,2,7,5,8,3,Yes,Tier 3,1,5,7,10,2,2,7,1,Yes,1,3697.715,High
7390,7.12,7,5,1,3,7,6,3,No,Tier 2,4,3,7,1,8,1,3,1,No,1,3698.56,High
7391,8.25,5,5,3,2,5,4,1,Yes,Tier 2,4,1,9,2,4,8,9,1,No,1,3699.625,High
7392,5.12,10,2,1,3,5,6,7,Yes,Tier 1,3,3,7,9,3,7,10,4,No,1,3698.56,High
7393,9.05,6,2,1,8,5,2,8,Yes,Tier 2,4,8,9,4,9,6,2,5,Yes,0,3701.025,High
7394,7.68,6,4,2,4,5,5,4,No,Tier 2,3,2,2,7,1,4,2,3,Yes,0,3700.84,High
7395,6.39,6,1,3,8,5,10,9,Yes,Tier 3,1,7,9,8,1,3,3,2,No,1,3700.695,High
7396,5.31,10,1,0,4,1,3,4,No,Tier 3,2,4,5,5,9,2,6,5,No,1,3700.655,High
7397,5.81,8,4,3,7,6,3,10,Yes,Tier 1,5,4,4,9,5,1,6,3,No,1,3701.405,High
7398,9.48,10,5,1,6,6,1,5,No,Tier 2,3,6,4,6,2,8,7,1,Yes,0,3703.74,High
7399,8.43,4,1,2,10,8,8,6,Yes,Tier 2,2,4,6,7,7,9,7,2,No,1,3703.715,High
7400,6.25,10,4,0,1,5,10,9,Yes,Tier 2,2,6,2,1,2,9,1,3,No,1,3703.125,High
7401,5.33,8,1,1,8,2,3,9,No,Tier 1,4,1,9,6,8,10,7,0,Yes,1,3703.165,High
7402,8.45,9,4,2,6,7,1,8,No,Tier 3,0,0,4,10,5,10,1,4,Yes,1,3705.225,High
7403,7.86,4,1,1,2,1,4,10,No,Tier 3,2,9,3,4,1,9,3,0,Yes,0,3705.43,High
7404,7.02,1,5,2,5,5,1,2,Yes,Tier 2,0,6,6,10,9,1,4,3,Yes,1,3705.51,High
7405,6.82,3,2,3,2,5,1,10,No,Tier 3,3,4,3,5,5,1,6,2,Yes,0,3705.91,High
7406,6.08,1,2,1,10,3,1,10,No,Tier 2,2,6,6,9,8,8,4,0,Yes,1,3706.04,High
7407,8.35,7,5,3,7,2,2,1,Yes,Tier 2,2,0,1,5,10,10,4,4,Yes,1,3707.675,High
7408,9.85,1,1,3,10,4,1,2,No,Tier 2,2,6,4,8,1,10,6,0,Yes,1,3708.925,High
7409,5.88,4,5,2,6,7,6,6,No,Tier 2,0,0,6,1,3,9,4,2,Yes,0,3707.44,High
7410,7.99,1,4,0,7,10,7,7,No,Tier 1,3,2,3,3,8,2,6,5,Yes,1,3708.995,High
7411,7.12,2,2,3,6,3,1,6,Yes,Tier 2,0,2,3,2,1,9,10,2,Yes,1,3709.06,High
7412,7.23,1,0,1,10,6,10,1,Yes,Tier 3,1,2,7,8,1,2,3,4,No,1,3709.615,High
7413,6.27,5,1,1,1,7,1,1,Yes,Tier 2,1,4,10,1,6,1,8,2,No,1,3709.635,High
7414,9.13,7,0,2,3,2,10,1,No,Tier 2,5,1,7,2,10,6,6,1,No,1,3711.565,High
7415,7.43,3,0,3,10,3,9,1,No,Tier 2,4,0,5,9,6,6,9,4,Yes,1,3711.215,High
7416,7.72,8,3,0,2,9,9,10,No,Tier 3,2,5,1,10,2,4,2,5,Yes,1,3711.86,High
7417,6.52,5,0,0,1,1,1,10,No,Tier 3,1,9,8,9,1,1,5,5,Yes,0,3711.76,High
7418,5.91,5,0,1,1,8,8,1,No,Tier 1,1,9,3,1,8,6,10,4,No,1,3711.955,High
7419,5.43,5,5,2,4,1,3,2,Yes,Tier 2,5,3,1,8,4,10,9,2,Yes,1,3712.215,High
7420,8.57,8,3,3,1,3,7,2,No,Tier 1,0,0,1,7,10,6,6,3,No,1,3714.285,High
7421,5.98,2,3,1,2,6,1,4,No,Tier 1,3,8,9,4,4,3,6,1,Yes,1,3713.49,High
7422,8.45,2,3,2,1,8,7,3,No,Tier 3,2,6,9,7,7,8,7,2,Yes,1,3715.225,High
7423,6.95,8,4,0,6,7,1,4,No,Tier 3,2,5,8,10,9,6,7,4,Yes,1,3714.975,High
7424,7.08,9,3,1,4,3,3,5,Yes,Tier 1,4,3,4,10,5,5,5,5,No,1,3715.54,High
7425,7.35,10,5,2,8,6,7,4,Yes,Tier 1,3,6,9,1,3,4,8,3,Yes,1,3716.175,High
7426,6.84,10,4,0,5,1,1,3,Yes,Tier 2,2,6,3,3,10,5,6,1,Yes,1,3716.42,High
7427,5.5,2,1,2,10,8,9,3,Yes,Tier 1,0,7,3,2,4,2,4,3,Yes,1,3716.25,High
7428,6.55,4,4,1,5,9,5,4,Yes,Tier 1,2,8,8,8,1,1,1,5,Yes,1,3717.275,High
7429,8.32,8,1,3,8,9,2,6,No,Tier 3,1,9,9,9,8,5,1,5,Yes,0,3718.66,High
7430,8.33,2,3,2,10,4,4,7,No,Tier 2,2,0,2,5,7,10,6,0,No,0,3719.165,High
7431,6.43,4,3,3,6,4,8,4,No,Tier 2,1,2,6,5,4,10,5,2,No,1,3718.715,High
7432,7.3,10,1,1,6,7,4,8,Yes,Tier 1,3,5,3,5,3,2,3,1,Yes,1,3719.65,High
7433,5.97,1,2,0,3,7,10,6,Yes,Tier 2,1,4,2,1,9,3,6,5,Yes,1,3719.485,High
7434,6.05,2,5,2,6,6,5,5,Yes,Tier 2,3,9,7,1,7,6,8,5,Yes,1,3720.025,High
7435,5.12,7,4,0,10,7,2,8,No,Tier 1,5,8,8,8,1,6,5,3,No,1,3720.06,High
7436,9.48,1,5,3,7,1,5,6,No,Tier 3,4,9,4,8,5,7,4,1,Yes,1,3722.74,High
7437,6.05,1,5,3,2,9,7,1,Yes,Tier 2,1,1,10,2,2,10,8,4,Yes,0,3721.525,High
7438,6.14,2,0,0,3,6,9,1,Yes,Tier 2,3,3,4,3,10,4,4,4,No,1,3722.07,High
7439,6.4,4,3,1,6,8,8,10,Yes,Tier 2,0,4,7,2,4,2,8,2,No,1,3722.7,High
7440,5.64,7,4,3,10,5,10,10,Yes,Tier 1,3,5,9,8,1,5,6,4,Yes,1,3722.82,High
7441,8.2,4,5,1,9,7,6,6,Yes,Tier 3,4,9,8,9,7,5,10,5,No,0,3724.6,High
7442,5.38,5,4,0,9,3,9,8,Yes,Tier 3,1,2,1,9,2,9,5,5,Yes,1,3723.69,High
7443,5.67,4,5,1,8,10,7,9,No,Tier 2,0,1,1,6,3,6,1,1,Yes,1,3724.335,High
7444,8.22,4,3,3,8,1,3,4,Yes,Tier 2,3,7,5,10,7,1,2,1,Yes,1,3726.11,High
7445,6.7,9,5,0,9,7,1,7,Yes,Tier 2,1,8,2,10,9,2,7,5,Yes,1,3725.85,High
7446,8.54,6,1,1,9,5,5,9,Yes,Tier 3,4,1,9,6,3,1,2,1,No,1,3727.27,High
7447,7.79,3,3,1,10,1,9,8,Yes,Tier 2,2,2,8,9,8,10,10,0,No,1,3727.395,High
7448,6.28,6,4,2,9,9,8,8,Yes,Tier 2,5,5,8,5,4,2,3,2,Yes,1,3727.14,High
7449,8.25,7,2,3,5,9,6,1,Yes,Tier 2,4,4,2,10,10,8,7,0,Yes,1,3728.625,High
7450,5.58,7,5,2,6,6,8,10,No,Tier 3,4,7,2,4,7,1,3,1,Yes,1,3727.79,High
7451,7.68,8,1,1,5,9,8,6,No,Tier 2,1,4,6,5,2,8,9,0,No,1,3729.34,High
7452,7.19,4,3,3,1,7,3,9,Yes,Tier 1,1,8,4,8,7,10,9,2,Yes,1,3729.595,High
7453,6.34,1,0,0,4,8,6,8,Yes,Tier 3,5,0,9,2,7,4,7,4,Yes,0,3729.67,High
7454,8.02,6,3,0,1,2,7,2,Yes,Tier 2,3,5,4,8,3,4,5,0,No,1,3731.01,High
7455,9.36,8,4,0,1,2,2,5,Yes,Tier 1,0,6,8,10,9,6,2,5,Yes,1,3732.18,High
7456,9.99,5,4,1,3,4,7,4,Yes,Tier 2,4,1,6,2,4,8,5,2,No,1,3732.995,High
7457,8.04,3,0,1,7,1,10,8,Yes,Tier 1,1,5,4,1,10,5,5,5,Yes,0,3732.52,High
7458,7.02,4,1,0,1,8,6,9,Yes,Tier 2,1,0,7,10,7,3,2,1,Yes,1,3732.51,High
7459,6.13,8,4,2,7,5,2,3,Yes,Tier 2,4,2,4,6,1,6,9,5,Yes,0,3732.565,High
7460,6.29,6,1,2,10,7,2,9,Yes,Tier 1,3,1,1,5,6,5,5,5,Yes,1,3733.145,High
7461,7.4,5,1,3,10,2,6,1,No,Tier 1,1,6,10,9,4,4,9,2,Yes,1,3734.2,High
7462,6.84,9,3,3,1,5,3,7,Yes,Tier 2,2,8,1,1,3,1,8,4,Yes,0,3734.42,High
7463,9.57,10,1,0,9,9,6,8,Yes,Tier 3,2,2,8,6,5,7,9,0,Yes,1,3736.285,High
7464,6.84,3,5,1,5,9,9,6,No,Tier 2,0,2,7,7,7,5,6,2,No,1,3735.42,High
